NUMBER,AGE,WORKCLASS,EDUCATION_NUM,MARITAL_STATUS,OCCUPATION,SEX,HOURS_PER_WEEK,INCOME,CLUSTER
37575,50,Private,9,Others,Machine-op-inspct,Male,40,<=50K,cluster3
37576,40,Private,9,Married,Transport-moving,Male,60,>50K,cluster3
37577,25,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37578,45,Private,8,Married,Craft-repair,Male,40,<=50K,cluster3
37579,45,Govt,13,Married,Transport-moving,Male,40,<=50K,cluster3
37580,30,Govt,12,Married,Handlers-cleaners,Male,40,<=50K,cluster3
37581,50,SelfEmployed,8,Married,Craft-repair,Male,40,<=50K,cluster3
37582,25,Private,13,Married,Craft-repair,Male,40,<=50K,cluster3
37583,55,Private,9,Married,Transport-moving,Male,40,>50K,cluster3
37584,30,Private,9,Married,Craft-repair,Male,40,>50K,cluster3
37585,60,Private,9,Others,Machine-op-inspct,Male,40,<=50K,cluster3
37586,45,Govt,9,Married,Craft-repair,Male,40,<=50K,cluster3
37587,45,Private,9,Married,Other-service,Male,70,>50K,cluster3
37588,45,SelfEmployed,10,Married,Farming-fishing,Male,40,<=50K,cluster3
37589,35,Private,9,Married,Sales,Male,40,<=50K,cluster3
37590,40,Govt,9,Married,Protective-serv,Male,40,<=50K,cluster3
37591,65,Private,4,Married,Other-service,Male,30,<=50K,cluster3
37592,45,Private,9,Others,Machine-op-inspct,Male,40,<=50K,cluster3
37593,60,Govt,10,Married,Craft-repair,Male,40,>50K,cluster3
37594,30,Private,8,Married,Craft-repair,Male,40,<=50K,cluster3
37595,70,SelfEmployed,9,Married,Craft-repair,Male,20,<=50K,cluster3
37596,35,Private,12,Married,Other-service,Male,40,<=50K,cluster3
37597,30,Private,9,Married,Transport-moving,Male,40,>50K,cluster3
37598,40,Private,9,Married,Machine-op-inspct,Male,40,<=50K,cluster3
37599,60,Private,9,Married,Craft-repair,Male,20,<=50K,cluster3
37600,75,SelfEmployed,13,Married,Farming-fishing,Male,40,>50K,cluster3
37601,30,SelfEmployed,13,Married,Craft-repair,Male,40,>50K,cluster3
37602,40,SelfEmployed,8,Married,Exec-managerial,Male,20,>50K,cluster3
37603,35,Govt,9,Others,Protective-serv,Male,30,<=50K,cluster3
37604,55,Private,4,Married,Craft-repair,Male,40,<=50K,cluster3
37605,40,SelfEmployed,9,Others,Craft-repair,Male,40,<=50K,cluster3
37606,55,Private,8,Married,Craft-repair,Male,40,<=50K,cluster3
37607,35,Private,10,Others,Machine-op-inspct,Male,40,<=50K,cluster3
37608,45,Private,10,Married,Craft-repair,Male,40,>50K,cluster3
37609,40,Private,9,Married,Craft-repair,Male,40,>50K,cluster3
37610,55,Private,8,Others,Craft-repair,Male,50,<=50K,cluster3
37611,55,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37612,50,SelfEmployed,9,Married,Transport-moving,Male,40,<=50K,cluster3
37613,35,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37614,50,Private,4,Married,Handlers-cleaners,Male,40,<=50K,cluster3
37615,40,Private,9,Married,Protective-serv,Male,50,<=50K,cluster3
37616,50,Private,9,Married,Sales,Male,40,>50K,cluster3
37617,30,Private,13,Married,Farming-fishing,Male,40,<=50K,cluster3
37618,50,SelfEmployed,9,Married,Transport-moving,Male,60,<=50K,cluster3
37619,45,Private,9,Never,Craft-repair,Male,20,<=50K,cluster3
37620,50,Private,10,Married,Transport-moving,Male,70,<=50K,cluster3
37621,55,Private,9,Never,Handlers-cleaners,Male,40,<=50K,cluster3
37622,35,Govt,10,Married,Tech-support,Male,40,<=50K,cluster3
37623,55,Govt,9,Married,Craft-repair,Male,10,<=50K,cluster3
37624,45,Private,9,Never,Handlers-cleaners,Male,40,<=50K,cluster3
37625,30,SelfEmployed,9,Married,Farming-fishing,Male,60,<=50K,cluster3
37626,30,Private,10,Married,Tech-support,Male,40,<=50K,cluster3
37627,30,Private,9,Married,Machine-op-inspct,Male,40,>50K,cluster3
37628,35,Private,9,Never,Transport-moving,Male,40,<=50K,cluster3
37629,25,Private,4,Never,Machine-op-inspct,Male,40,<=50K,cluster3
37630,35,Govt,9,Married,Adm-clerical,Male,40,<=50K,cluster3
37631,25,Private,9,Married,Machine-op-inspct,Male,40,<=50K,cluster3
37632,40,Govt,10,Married,Protective-serv,Male,50,<=50K,cluster3
37633,35,Private,9,Married,Machine-op-inspct,Male,40,<=50K,cluster3
37634,25,Private,10,Married,Transport-moving,Male,40,<=50K,cluster3
37635,35,Private,10,Married,Adm-clerical,Male,40,<=50K,cluster3
37636,30,SelfEmployed,9,Never,Craft-repair,Male,40,<=50K,cluster3
37637,40,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37638,30,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37639,40,Govt,9,Never,Handlers-cleaners,Male,40,<=50K,cluster3
37640,35,Private,4,Never,Machine-op-inspct,Male,60,<=50K,cluster3
37641,45,Private,10,Married,Craft-repair,Male,40,>50K,cluster3
37642,30,Govt,9,Married,Protective-serv,Male,40,<=50K,cluster3
37643,40,Private,12,Married,Craft-repair,Male,50,<=50K,cluster3
37644,35,Private,9,Married,Craft-repair,Male,40,>50K,cluster3
37645,30,Govt,12,Others,Transport-moving,Male,40,<=50K,cluster3
37646,40,Private,8,Never,Other-service,Male,40,<=50K,cluster3
37647,50,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37648,45,SelfEmployed,8,Married,Farming-fishing,Male,70,>50K,cluster3
37649,65,Private,8,Others,Transport-moving,Male,40,<=50K,cluster3
37650,45,Private,9,Others,Transport-moving,Male,40,<=50K,cluster3
37651,45,SelfEmployed,9,Married,Exec-managerial,Male,40,<=50K,cluster3
37652,30,Govt,9,Married,Protective-serv,Male,40,<=50K,cluster3
37653,50,Private,10,Married,Exec-managerial,Male,40,<=50K,cluster3
37654,45,SelfEmployed,10,Others,Exec-managerial,Male,50,<=50K,cluster3
37655,75,Private,10,Married,Protective-serv,Male,40,<=50K,cluster3
37656,35,Govt,9,Married,Transport-moving,Male,40,<=50K,cluster3
37657,40,Private,9,Never,Farming-fishing,Male,50,<=50K,cluster3
37658,30,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37659,55,Private,9,Married,Tech-support,Male,40,<=50K,cluster3
37660,30,Private,9,Others,Craft-repair,Male,40,<=50K,cluster3
37661,35,SelfEmployed,9,Married,Transport-moving,Male,50,<=50K,cluster3
37662,60,Private,10,Married,Handlers-cleaners,Male,10,<=50K,cluster3
37663,35,Private,9,Married,Farming-fishing,Male,40,<=50K,cluster3
37664,30,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37665,35,SelfEmployed,10,Married,Sales,Male,50,<=50K,cluster3
37666,60,SelfEmployed,4,Married,Other-service,Male,10,<=50K,cluster3
37667,35,Govt,9,Never,Transport-moving,Male,30,<=50K,cluster3
37668,50,Private,10,Others,Transport-moving,Male,40,<=50K,cluster3
37669,30,Govt,9,Married,Craft-repair,Male,40,<=50K,cluster3
37670,35,Govt,9,Never,Protective-serv,Male,40,<=50K,cluster3
37671,55,SelfEmployed,10,Married,Craft-repair,Male,70,<=50K,cluster3
37672,35,Private,12,Married,Craft-repair,Male,40,<=50K,cluster3
37673,40,Private,9,Married,Machine-op-inspct,Male,50,<=50K,cluster3
37674,40,Private,9,Others,Transport-moving,Male,40,<=50K,cluster3
37675,55,Private,9,Never,Sales,Male,40,<=50K,cluster3
37676,65,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37677,35,Private,8,Married,Transport-moving,Male,40,<=50K,cluster3
37678,55,SelfEmployed,4,Others,Farming-fishing,Male,40,<=50K,cluster3
37679,30,Private,9,Others,Machine-op-inspct,Male,40,<=50K,cluster3
37680,30,Private,9,Married,Machine-op-inspct,Male,40,<=50K,cluster3
37681,20,Private,8,Others,Machine-op-inspct,Male,40,<=50K,cluster3
37682,70,SelfEmployed,9,Married,Farming-fishing,Male,60,<=50K,cluster3
37683,35,Private,10,Married,Transport-moving,Male,40,>50K,cluster3
37684,35,Private,8,Others,Craft-repair,Male,40,<=50K,cluster3
37685,40,Private,9,Never,Handlers-cleaners,Male,50,<=50K,cluster3
37686,40,Private,13,Married,Craft-repair,Male,40,>50K,cluster3
37687,50,SelfEmployed,12,Married,Craft-repair,Male,40,>50K,cluster3
37688,50,Private,9,Married,Adm-clerical,Male,50,<=50K,cluster3
37689,45,SelfEmployed,10,Others,Exec-managerial,Male,70,<=50K,cluster3
37690,75,SelfEmployed,8,Married,Other-service,Male,20,<=50K,cluster3
37691,50,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37692,50,Private,9,Others,Machine-op-inspct,Male,50,<=50K,cluster3
37693,35,Govt,9,Others,Craft-repair,Male,40,<=50K,cluster3
37694,30,SelfEmployed,12,Married,Farming-fishing,Male,70,<=50K,cluster3
37695,35,Private,10,Married,Adm-clerical,Male,40,<=50K,cluster3
37696,40,Private,10,Others,Exec-managerial,Male,50,<=50K,cluster3
37697,35,SelfEmployed,9,Never,Exec-managerial,Male,40,<=50K,cluster3
37698,50,Govt,10,Married,Protective-serv,Male,40,<=50K,cluster3
37699,65,SelfEmployed,9,Married,Craft-repair,Male,30,>50K,cluster3
37700,25,Private,10,Married,Craft-repair,Male,50,<=50K,cluster3
37701,30,Private,9,Married,Machine-op-inspct,Male,50,<=50K,cluster3
37702,45,Private,8,Married,Transport-moving,Male,40,<=50K,cluster3
37703,50,Private,9,Married,Sales,Male,40,<=50K,cluster3
37704,55,SelfEmployed,9,Others,Sales,Male,30,<=50K,cluster3
37705,30,SelfEmployed,9,Married,Transport-moving,Male,40,>50K,cluster3
37706,30,Private,8,Married,Craft-repair,Male,40,<=50K,cluster3
37707,60,SelfEmployed,9,Married,Other-service,Male,20,<=50K,cluster3
37708,50,Private,8,Married,Craft-repair,Male,40,<=50K,cluster3
37709,30,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37710,45,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37711,60,Private,9,Married,Other-service,Male,40,>50K,cluster3
37712,35,Private,9,Others,Farming-fishing,Male,60,<=50K,cluster3
37713,45,Private,15,Married,Craft-repair,Male,40,<=50K,cluster3
37714,50,SelfEmployed,9,Married,Transport-moving,Male,60,>50K,cluster3
37715,65,Private,9,Married,Tech-support,Male,40,<=50K,cluster3
37716,50,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37717,45,Govt,9,Married,Transport-moving,Male,60,<=50K,cluster3
37718,50,Private,12,Married,Craft-repair,Male,40,>50K,cluster3
37719,55,SelfEmployed,9,Married,Exec-managerial,Male,70,<=50K,cluster3
37720,45,Private,10,Married,Machine-op-inspct,Male,40,<=50K,cluster3
37721,45,Govt,9,Married,Craft-repair,Male,40,<=50K,cluster3
37722,40,Private,14,Married,Craft-repair,Male,50,<=50K,cluster3
37723,30,Private,9,Married,Transport-moving,Male,40,>50K,cluster3
37724,55,Private,9,Married,Exec-managerial,Male,40,<=50K,cluster3
37725,50,Govt,9,Never,Craft-repair,Male,50,<=50K,cluster3
37726,40,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37727,45,Private,14,Married,Other-service,Male,20,<=50K,cluster3
37728,35,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37729,65,Private,13,Married,Protective-serv,Male,40,<=50K,cluster3
37730,50,Private,8,Married,Transport-moving,Male,40,<=50K,cluster3
37731,65,NoIncome,9,Married,Handlers-cleaners,Male,60,>50K,cluster3
37732,45,Private,12,Married,Other-service,Male,40,<=50K,cluster3
37733,35,Private,9,Married,Handlers-cleaners,Male,40,<=50K,cluster3
37734,30,Private,4,Married,Farming-fishing,Male,40,<=50K,cluster3
37735,40,SelfEmployed,9,Married,Sales,Male,50,>50K,cluster3
37736,60,Private,9,Married,Tech-support,Male,40,>50K,cluster3
37737,35,Private,8,Married,Handlers-cleaners,Male,40,<=50K,cluster3
37738,30,Private,12,Married,Craft-repair,Male,40,<=50K,cluster3
37739,50,Private,4,Married,Adm-clerical,Male,50,<=50K,cluster3
37740,40,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37741,55,Govt,9,Married,Other-service,Male,40,<=50K,cluster3
37742,70,Govt,9,Married,Sales,Male,40,<=50K,cluster3
37743,60,Private,8,Married,Adm-clerical,Male,40,<=50K,cluster3
37744,40,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37745,50,Private,9,Married,Tech-support,Male,40,>50K,cluster3
37746,55,SelfEmployed,9,Married,Machine-op-inspct,Male,70,<=50K,cluster3
37747,70,SelfEmployed,9,Married,Machine-op-inspct,Male,10,<=50K,cluster3
37748,40,Private,8,Others,Craft-repair,Male,40,<=50K,cluster3
37749,55,Private,4,Married,Transport-moving,Male,40,<=50K,cluster3
37750,55,Govt,9,Married,Machine-op-inspct,Male,40,>50K,cluster3
37751,55,Private,9,Married,Craft-repair,Male,30,<=50K,cluster3
37752,35,Private,9,Married,Handlers-cleaners,Male,60,>50K,cluster3
37753,40,Private,10,Married,Machine-op-inspct,Female,40,>50K,cluster3
37754,40,Private,9,Married,Adm-clerical,Male,40,>50K,cluster3
37755,35,Private,9,Married,Transport-moving,Male,50,<=50K,cluster3
37756,55,SelfEmployed,10,Others,Transport-moving,Male,40,<=50K,cluster3
37757,45,Private,10,Married,Sales,Male,40,<=50K,cluster3
37758,20,Private,4,Never,Craft-repair,Male,40,<=50K,cluster3
37759,65,Private,9,Married,Other-service,Male,40,<=50K,cluster3
37760,40,SelfEmployed,10,Married,Exec-managerial,Male,50,<=50K,cluster3
37761,80,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37762,45,Private,9,Married,Sales,Male,40,>50K,cluster3
37763,55,Private,4,Others,Craft-repair,Male,40,<=50K,cluster3
37764,35,Private,10,Married,Machine-op-inspct,Male,40,>50K,cluster3
37765,50,Private,13,Never,Craft-repair,Male,60,>50K,cluster3
37766,50,SelfEmployed,12,Others,Sales,Male,40,<=50K,cluster3
37767,35,Govt,9,Married,Craft-repair,Male,40,<=50K,cluster3
37768,40,Private,10,Married,Craft-repair,Male,40,>50K,cluster3
37769,30,Private,10,Married,Machine-op-inspct,Male,50,<=50K,cluster3
37770,80,SelfEmployed,8,Married,Farming-fishing,Male,40,<=50K,cluster3
37771,40,Private,10,Married,Craft-repair,Male,40,<=50K,cluster3
37772,40,Private,10,Never,Craft-repair,Male,40,<=50K,cluster3
37773,55,Private,9,Married,Craft-repair,Male,50,>50K,cluster3
37774,30,Private,9,Others,Handlers-cleaners,Male,40,<=50K,cluster3
37775,50,Private,10,Married,Craft-repair,Male,40,>50K,cluster3
37776,70,Private,9,Married,Transport-moving,Male,30,<=50K,cluster3
37777,35,Private,8,Married,Machine-op-inspct,Male,40,<=50K,cluster3
37778,70,Private,12,Married,Machine-op-inspct,Male,30,<=50K,cluster3
37779,25,Govt,9,Married,Craft-repair,Male,40,<=50K,cluster3
37780,45,Govt,10,Others,Craft-repair,Male,40,<=50K,cluster3
37781,45,Private,10,Others,Machine-op-inspct,Male,40,<=50K,cluster3
37782,40,Private,10,Never,Adm-clerical,Male,50,<=50K,cluster3
37783,60,Private,9,Married,Handlers-cleaners,Male,40,<=50K,cluster3
37784,40,SelfEmployed,9,Married,Exec-managerial,Male,50,<=50K,cluster3
37785,35,Private,8,Never,Farming-fishing,Male,40,<=50K,cluster3
37786,40,Private,9,Others,Craft-repair,Male,50,<=50K,cluster3
37787,50,SelfEmployed,9,Married,Sales,Male,40,<=50K,cluster3
37788,40,Private,8,Others,Farming-fishing,Male,10,<=50K,cluster3
37789,45,Private,9,Married,Transport-moving,Male,40,<=50K,cluster3
37790,30,Private,9,Married,Exec-managerial,Male,70,<=50K,cluster3
37791,30,SelfEmployed,12,Married,Sales,Male,50,<=50K,cluster3
37792,50,Private,10,Married,Transport-moving,Male,40,<=50K,cluster3
37793,75,Private,10,Married,Sales,Male,20,>50K,cluster3
37794,30,Private,12,Never,Transport-moving,Male,40,<=50K,cluster3
37795,40,Private,12,Never,Craft-repair,Male,40,<=50K,cluster3
37796,55,Govt,10,Married,Craft-repair,Male,40,>50K,cluster3
37797,40,SelfEmployed,9,Married,Farming-fishing,Male,40,<=50K,cluster3
37798,25,Private,8,Married,Craft-repair,Male,30,<=50K,cluster3
37799,60,Private,8,Married,Transport-moving,Male,40,<=50K,cluster3
37800,50,Private,8,Married,Transport-moving,Male,40,>50K,cluster3
37801,35,SelfEmployed,12,Married,Farming-fishing,Male,60,>50K,cluster3
37802,35,Private,10,Married,Craft-repair,Male,40,>50K,cluster3
37803,35,SelfEmployed,13,Others,Craft-repair,Male,60,<=50K,cluster3
37804,25,Govt,12,Married,Protective-serv,Male,40,<=50K,cluster3
37805,35,Private,9,Married,Machine-op-inspct,Male,40,<=50K,cluster3
37806,40,Private,9,Married,Handlers-cleaners,Male,40,>50K,cluster3
37807,50,SelfEmployed,10,Married,Craft-repair,Male,40,<=50K,cluster3
37808,55,Private,9,Married,Transport-moving,Male,60,>50K,cluster3
37809,35,Private,9,Married,Transport-moving,Male,40,<=50K,cluster3
37810,35,SelfEmployed,10,Never,Farming-fishing,Male,30,<=50K,cluster3
37811,35,Private,10,Others,Transport-moving,Male,70,<=50K,cluster3
37812,70,SelfEmployed,9,Married,Sales,Male,20,<=50K,cluster3
37813,55,Private,10,Others,Craft-repair,Male,40,<=50K,cluster3
37814,45,Private,13,Others,Machine-op-inspct,Male,50,<=50K,cluster3
37815,30,SelfEmployed,9,Married,Craft-repair,Male,50,<=50K,cluster3
37816,35,Govt,9,Married,Other-service,Male,40,<=50K,cluster3
37817,40,Private,10,Married,Craft-repair,Male,50,<=50K,cluster3
37818,40,SelfEmployed,9,Others,Craft-repair,Male,50,<=50K,cluster3
37819,30,Private,9,Married,Machine-op-inspct,Male,40,>50K,cluster3
37820,60,Private,9,Married,Craft-repair,Male,50,<=50K,cluster3
37821,30,Private,12,Married,Craft-repair,Male,40,<=50K,cluster3
37822,45,Private,9,Others,Craft-repair,Male,40,<=50K,cluster3
37823,60,Private,4,Married,Other-service,Male,40,<=50K,cluster3
37824,60,Private,8,Married,Craft-repair,Female,40,<=50K,cluster3
37825,30,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37826,25,Private,13,Married,Machine-op-inspct,Male,40,<=50K,cluster3
37827,65,Private,12,Married,Other-service,Male,30,<=50K,cluster3
37828,50,Private,8,Married,Sales,Male,40,<=50K,cluster3
37829,25,SelfEmployed,9,Married,Handlers-cleaners,Male,40,<=50K,cluster3
37830,60,Private,8,Married,Craft-repair,Male,40,<=50K,cluster3
37831,30,Private,10,Others,Other-service,Male,50,<=50K,cluster3
37832,50,Private,9,Married,Handlers-cleaners,Male,40,>50K,cluster3
37833,45,Private,10,Married,Craft-repair,Male,40,<=50K,cluster3
37834,45,Private,10,Others,Machine-op-inspct,Male,40,<=50K,cluster3
37835,25,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37836,30,Private,10,Married,Handlers-cleaners,Male,40,<=50K,cluster3
37837,55,Private,9,Married,Transport-moving,Male,40,<=50K,cluster3
37838,30,Private,8,Married,Transport-moving,Male,40,>50K,cluster3
37839,40,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37840,40,SelfEmployed,10,Others,Farming-fishing,Male,40,<=50K,cluster3
37841,40,SelfEmployed,9,Married,Exec-managerial,Male,50,<=50K,cluster3
37842,35,Private,9,Married,Craft-repair,Male,50,>50K,cluster3
37843,60,Govt,9,Married,Transport-moving,Male,40,<=50K,cluster3
37844,40,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37845,40,Private,10,Never,Other-service,Male,30,<=50K,cluster3
37846,45,Private,12,Married,Craft-repair,Male,40,<=50K,cluster3
37847,60,Private,9,Married,Other-service,Male,40,<=50K,cluster3
37848,40,Private,9,Never,Craft-repair,Male,40,<=50K,cluster3
37849,30,Private,10,Others,Handlers-cleaners,Male,40,<=50K,cluster3
37850,35,SelfEmployed,10,Married,Craft-repair,Male,40,<=50K,cluster3
37851,30,Private,8,Others,Craft-repair,Male,50,<=50K,cluster3
37852,65,Private,9,Married,Craft-repair,Male,50,<=50K,cluster3
37853,65,SelfEmployed,10,Married,Exec-managerial,Male,30,<=50K,cluster3
37854,30,Private,9,Others,Transport-moving,Male,30,<=50K,cluster3
37855,65,SelfEmployed,9,Others,Sales,Male,40,<=50K,cluster3
37856,30,Private,4,Never,Craft-repair,Male,40,<=50K,cluster3
37857,40,Private,9,Married,Machine-op-inspct,Male,40,<=50K,cluster3
37858,75,Govt,4,Married,Protective-serv,Male,40,<=50K,cluster3
37859,45,Private,8,Married,Sales,Male,40,<=50K,cluster3
37860,30,Private,8,Others,Sales,Male,40,<=50K,cluster3
37861,35,Private,4,Married,Farming-fishing,Female,40,<=50K,cluster3
37862,30,Private,9,Married,Machine-op-inspct,Male,40,<=50K,cluster3
37863,55,Private,9,Never,Sales,Male,40,<=50K,cluster3
37864,50,Private,10,Married,Craft-repair,Male,40,<=50K,cluster3
37865,40,Private,9,Never,Transport-moving,Male,40,<=50K,cluster3
37866,30,Private,9,Married,Handlers-cleaners,Male,40,<=50K,cluster3
37867,55,Private,8,Married,Craft-repair,Male,40,<=50K,cluster3
37868,25,Private,8,Married,Craft-repair,Male,30,<=50K,cluster3
37869,50,Private,12,Married,Transport-moving,Male,70,>50K,cluster3
37870,30,Private,9,Married,Other-service,Male,40,<=50K,cluster3
37871,50,Govt,10,Married,Protective-serv,Male,30,<=50K,cluster3
37872,35,Govt,12,Married,Craft-repair,Male,40,<=50K,cluster3
37873,40,SelfEmployed,12,Others,Farming-fishing,Male,50,<=50K,cluster3
37874,40,Private,9,Others,Handlers-cleaners,Male,40,<=50K,cluster3
37875,30,Private,9,Married,Other-service,Male,60,<=50K,cluster3
37876,60,Govt,10,Married,Craft-repair,Male,50,>50K,cluster3
37877,45,Private,13,Married,Craft-repair,Male,40,>50K,cluster3
37878,60,Private,8,Married,Protective-serv,Male,30,<=50K,cluster3
37879,35,Private,10,Married,Craft-repair,Male,40,>50K,cluster3
37880,30,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37881,60,Private,9,Married,Machine-op-inspct,Male,40,<=50K,cluster3
37882,30,Private,4,Married,Farming-fishing,Male,40,<=50K,cluster3
37883,40,Private,9,Married,Sales,Male,40,<=50K,cluster3
37884,45,Govt,9,Married,Other-service,Male,40,<=50K,cluster3
37885,55,Private,4,Married,Craft-repair,Male,40,<=50K,cluster3
37886,65,Private,9,Married,Exec-managerial,Male,10,<=50K,cluster3
37887,35,Private,10,Married,Transport-moving,Male,40,<=50K,cluster3
37888,65,SelfEmployed,10,Married,Sales,Male,30,<=50K,cluster3
37889,30,SelfEmployed,9,Never,Craft-repair,Male,40,<=50K,cluster3
37890,50,Private,9,Married,Machine-op-inspct,Male,50,<=50K,cluster3
37891,65,Private,4,Married,Transport-moving,Male,40,>50K,cluster3
37892,35,Private,10,Married,Sales,Male,50,>50K,cluster3
37893,35,Private,13,Married,Handlers-cleaners,Male,40,<=50K,cluster3
37894,60,SelfEmployed,9,Married,Exec-managerial,Male,60,<=50K,cluster3
37895,65,Private,9,Married,Craft-repair,Male,40,>50K,cluster3
37896,45,Private,10,Married,Sales,Male,30,>50K,cluster3
37897,55,Govt,9,Married,Craft-repair,Male,40,>50K,cluster3
37898,35,Private,9,Married,Sales,Male,40,>50K,cluster3
37899,40,Private,9,Married,Machine-op-inspct,Male,40,<=50K,cluster3
37900,75,Private,9,Married,Craft-repair,Male,30,<=50K,cluster3
37901,55,Private,13,Married,Craft-repair,Male,40,>50K,cluster3
37902,40,Private,9,Married,Farming-fishing,Male,70,>50K,cluster3
37903,60,SelfEmployed,9,Married,Machine-op-inspct,Male,40,<=50K,cluster3
37904,65,Private,9,Married,Sales,Male,50,>50K,cluster3
37905,50,Private,4,Married,Farming-fishing,Male,70,<=50K,cluster3
37906,45,Private,9,Married,Transport-moving,Male,60,>50K,cluster3
37907,35,Private,9,Married,Adm-clerical,Male,40,>50K,cluster3
37908,50,Private,9,Married,Sales,Male,40,<=50K,cluster3
37909,65,SelfEmployed,13,Married,Farming-fishing,Male,30,<=50K,cluster3
37910,35,Private,12,Married,Machine-op-inspct,Male,60,>50K,cluster3
37911,65,Private,10,Married,Sales,Male,10,<=50K,cluster3
37912,50,Govt,9,Others,Farming-fishing,Male,40,<=50K,cluster3
37913,35,Govt,10,Married,Exec-managerial,Male,40,<=50K,cluster3
37914,60,Private,9,Never,Protective-serv,Male,40,<=50K,cluster3
37915,60,Private,9,Married,Transport-moving,Male,40,>50K,cluster3
37916,45,Private,10,Married,Craft-repair,Male,60,<=50K,cluster3
37917,30,Private,10,Others,Sales,Male,50,<=50K,cluster3
37918,40,Private,9,Married,Transport-moving,Male,50,>50K,cluster3
37919,45,Private,10,Married,Tech-support,Male,40,<=50K,cluster3
37920,45,Private,4,Married,Craft-repair,Male,50,<=50K,cluster3
37921,30,SelfEmployed,13,Married,Handlers-cleaners,Male,60,>50K,cluster3
37922,40,Private,8,Married,Craft-repair,Male,40,>50K,cluster3
37923,35,Private,10,Others,Sales,Male,40,<=50K,cluster3
37924,40,Private,9,Married,Other-service,Male,40,<=50K,cluster3
37925,40,Private,9,Never,Craft-repair,Male,40,<=50K,cluster3
37926,40,Private,9,Others,Exec-managerial,Male,40,<=50K,cluster3
37927,50,SelfEmployed,4,Married,Transport-moving,Male,40,<=50K,cluster3
37928,65,SelfEmployed,4,Married,Transport-moving,Male,50,<=50K,cluster3
37929,35,Private,10,Married,Farming-fishing,Male,60,<=50K,cluster3
37930,45,SelfEmployed,9,Married,Sales,Male,50,<=50K,cluster3
37931,60,Private,8,Married,Machine-op-inspct,Male,40,>50K,cluster3
37932,40,Private,8,Others,Craft-repair,Male,40,<=50K,cluster3
37933,60,Private,4,Others,Handlers-cleaners,Male,40,<=50K,cluster3
37934,50,Private,4,Never,Machine-op-inspct,Male,50,<=50K,cluster3
37935,60,Private,10,Married,Machine-op-inspct,Male,40,>50K,cluster3
37936,35,Private,13,Others,Machine-op-inspct,Male,40,<=50K,cluster3
37937,45,SelfEmployed,9,Married,Exec-managerial,Male,40,<=50K,cluster3
37938,35,Private,9,Married,Sales,Male,40,<=50K,cluster3
37939,60,Private,4,Married,Sales,Male,40,<=50K,cluster3
37940,60,Private,10,Married,Craft-repair,Male,40,<=50K,cluster3
37941,50,Private,10,Others,Handlers-cleaners,Male,40,<=50K,cluster3
37942,30,Private,10,Married,Transport-moving,Male,40,<=50K,cluster3
37943,55,Govt,9,Others,Transport-moving,Male,40,<=50K,cluster3
37944,25,SelfEmployed,9,Others,Machine-op-inspct,Male,50,<=50K,cluster3
37945,25,Private,9,Married,Craft-repair,Male,40,<=50K,cluster3
37946,35,Private,9,Never,Machine-op-inspct,Male,40,<=50K,cluster3
37947,35,Private,8,Married,Craft-repair,Male,40,<=50K,cluster3
37948,40,Govt,10,Never,Farming-fishing,Male,40,<=50K,cluster3
37949,30,Private,12,Married,Sales,Male,40,<=50K,cluster3
37950,45,SelfEmployed,13,Married,Farming-fishing,Male,50,<=50K,cluster3
37951,60,Private,12,Married,Transport-moving,Male,30,>50K,cluster3
37952,55,Private,9,Married,Craft-repair,Male,50,>50K,cluster3
37953,45,Private,9,Others,Craft-repair,Male,40,>50K,cluster3
37954,40,Private,10,Married,Sales,Male,40,>50K,cluster3
37955,30,SelfEmployed,8,Never,Craft-repair,Male,40,<=50K,cluster3
37956,50,SelfEmployed,10,Married,Craft-repair,Male,40,<=50K,cluster3
37957,60,Private,13,Married,Machine-op-inspct,Male,20,<=50K,cluster3
37958,30,Private,8,Married,Craft-repair,Male,40,<=50K,cluster3
37959,35,Private,4,Never,Other-service,Male,60,<=50K,cluster3
